Deepsets Medium Model 8-Bit QAT Model Prune Iter: 0, Test Accuracy: 0.6533090275025759, Val Accuracy: 0.6552511833359675, Val Loss: 0.905228002947204, Sparsities: (tensor(0., device='cuda:0'), tensor(0., device='cuda:0'), tensor(0., device='cuda:0'), tensor(0., device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 1, Test Accuracy: 0.6539153523024491, Val Accuracy: 0.6558318290339487, Val Loss: 0.9045399326045497, Sparsities: (tensor(0.2061, device='cuda:0'), tensor(0.2246, device='cuda:0'), tensor(0.1445, device='cuda:0'), tensor(0.1688, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 2, Test Accuracy: 0.653487358326068, Val Accuracy: 0.6557103759223366, Val Loss: 0.90405765723209, Sparsities: (tensor(0.3574, device='cuda:0'), tensor(0.4141, device='cuda:0'), tensor(0.2773, device='cuda:0'), tensor(0.3313, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 3, Test Accuracy: 0.6528810335261949, Val Accuracy: 0.6555789403631948, Val Loss: 0.904837119336031, Sparsities: (tensor(0.4717, device='cuda:0'), tensor(0.5605, device='cuda:0'), tensor(0.4062, device='cuda:0'), tensor(0.4875, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 4, Test Accuracy: 0.6521875247681699, Val Accuracy: 0.6544159852259777, Val Loss: 0.9081320377434192, Sparsities: (tensor(0.5830, device='cuda:0'), tensor(0.6562, device='cuda:0'), tensor(0.5117, device='cuda:0'), tensor(0.5500, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 5, Test Accuracy: 0.6507688039946105, Val Accuracy: 0.652862050893845, Val Loss: 0.9120121500930007, Sparsities: (tensor(0.6719, device='cuda:0'), tensor(0.7266, device='cuda:0'), tensor(0.5859, device='cuda:0'), tensor(0.6375, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 6, Test Accuracy: 0.6479432511690576, Val Accuracy: 0.6493315919508198, Val Loss: 0.919026962348393, Sparsities: (tensor(0.7354, device='cuda:0'), tensor(0.7832, device='cuda:0'), tensor(0.6719, device='cuda:0'), tensor(0.7125, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 7, Test Accuracy: 0.6433264642942063, Val Accuracy: 0.6452637445824425, Val Loss: 0.9305163500260334, Sparsities: (tensor(0.7783, device='cuda:0'), tensor(0.8398, device='cuda:0'), tensor(0.7305, device='cuda:0'), tensor(0.8000, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 8, Test Accuracy: 0.6374772132836649, Val Accuracy: 0.6394539601201221, Val Loss: 0.945549739055893, Sparsities: (tensor(0.8193, device='cuda:0'), tensor(0.8789, device='cuda:0'), tensor(0.7773, device='cuda:0'), tensor(0.8500, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 9, Test Accuracy: 0.6348498058175478, Val Accuracy: 0.6365590503364916, Val Loss: 0.9580390700677626, Sparsities: (tensor(0.8486, device='cuda:0'), tensor(0.9180, device='cuda:0'), tensor(0.8086, device='cuda:0'), tensor(0.9000, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 10, Test Accuracy: 0.6310929698026472, Val Accuracy: 0.6335726347838384, Val Loss: 0.9681460245125959, Sparsities: (tensor(0.8750, device='cuda:0'), tensor(0.9395, device='cuda:0'), tensor(0.8516, device='cuda:0'), tensor(0.9187, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 11, Test Accuracy: 0.6284061187286993, Val Accuracy: 0.6288143347946528, Val Loss: 0.9887065871232221, Sparsities: (tensor(0.8994, device='cuda:0'), tensor(0.9570, device='cuda:0'), tensor(0.8750, device='cuda:0'), tensor(0.9313, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 12, Test Accuracy: 0.6235119283506381, Val Accuracy: 0.6238098010997329, Val Loss: 1.0004862173884905, Sparsities: (tensor(0.9199, device='cuda:0'), tensor(0.9648, device='cuda:0'), tensor(0.9023, device='cuda:0'), tensor(0.9438, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 13, Test Accuracy: 0.5914520091939447, Val Accuracy: 0.5920756004026254, Val Loss: 1.0447294420125532, Sparsities: (tensor(0.9326, device='cuda:0'), tensor(0.9766, device='cuda:0'), tensor(0.9297, device='cuda:0'), tensor(0.9500, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 14, Test Accuracy: 0.510656257430451, Val Accuracy: 0.5116237282777782, Val Loss: 1.1503841374196162, Sparsities: (tensor(0.9473, device='cuda:0'), tensor(0.9805, device='cuda:0'), tensor(0.9414, device='cuda:0'), tensor(0.9563, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 15, Test Accuracy: 0.508302290560355, Val Accuracy: 0.5103043814625949, Val Loss: 1.1537448062377722, Sparsities: (tensor(0.9580, device='cuda:0'), tensor(0.9844, device='cuda:0'), tensor(0.9531, device='cuda:0'), tensor(0.9625, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 16, Test Accuracy: 0.46631528889593404, Val Accuracy: 0.4674630441473742, Val Loss: 1.2838993741541493, Sparsities: (tensor(0.9648, device='cuda:0'), tensor(0.9902, device='cuda:0'), tensor(0.9648, device='cuda:0'), tensor(0.9688, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 17, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9707, device='cuda:0'), tensor(0.9980, device='cuda:0'), tensor(0.9688, device='cuda:0'), tensor(0.9688, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 18, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9736, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9844, device='cuda:0'), tensor(0.9750, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 19, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9795, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9844, device='cuda:0'), tensor(0.9812, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 20, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9814, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9961, device='cuda:0'), tensor(0.9875, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 21, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9844, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9875, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 22, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9873, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9938, device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 23, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9893, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 24, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9912, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 25, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9932, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 26, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9941, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 27, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9951, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 28, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9961, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'))
Deepsets Medium Model 8-Bit QAT Model Prune Iter: 29, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9971, device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'), tensor(1., device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 0, Test Accuracy: 0.654331457557264, Val Accuracy: 0.6565771851161707, Val Loss: 0.903207716082229, Sparsities: (tensor(0., device='cuda:0'), tensor(0., device='cuda:0'), tensor(0., device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 1, Test Accuracy: 0.6559324720615043, Val Accuracy: 0.658147756860853, Val Loss: 0.8987747888986756, Sparsities: (tensor(0.2051, device='cuda:0'), tensor(0.1953, device='cuda:0'), tensor(0.2125, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 2, Test Accuracy: 0.6559998414837125, Val Accuracy: 0.6585037974894145, Val Loss: 0.8977510718261303, Sparsities: (tensor(0.3506, device='cuda:0'), tensor(0.3667, device='cuda:0'), tensor(0.3469, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 3, Test Accuracy: 0.6547475628120789, Val Accuracy: 0.6584156192029016, Val Loss: 0.899281497309808, Sparsities: (tensor(0.4795, device='cuda:0'), tensor(0.4980, device='cuda:0'), tensor(0.4500, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 4, Test Accuracy: 0.6547277482761353, Val Accuracy: 0.6572160617580753, Val Loss: 0.9022479633084771, Sparsities: (tensor(0.5801, device='cuda:0'), tensor(0.6016, device='cuda:0'), tensor(0.5500, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 5, Test Accuracy: 0.6531465483078386, Val Accuracy: 0.6560081856069744, Val Loss: 0.905759086819733, Sparsities: (tensor(0.6621, device='cuda:0'), tensor(0.6860, device='cuda:0'), tensor(0.6156, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 6, Test Accuracy: 0.6516683839264484, Val Accuracy: 0.6544975085474707, Val Loss: 0.9116493609486794, Sparsities: (tensor(0.7207, device='cuda:0'), tensor(0.7520, device='cuda:0'), tensor(0.7000, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 7, Test Accuracy: 0.6492153443766348, Val Accuracy: 0.6528836795301595, Val Loss: 0.9153116134559216, Sparsities: (tensor(0.7598, device='cuda:0'), tensor(0.8120, device='cuda:0'), tensor(0.7469, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 8, Test Accuracy: 0.6476618847586589, Val Accuracy: 0.6503265092212859, Val Loss: 0.9229612455887048, Sparsities: (tensor(0.8027, device='cuda:0'), tensor(0.8525, device='cuda:0'), tensor(0.7937, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 9, Test Accuracy: 0.6458191329159071, Val Accuracy: 0.647574681185582, Val Loss: 0.9309590020958258, Sparsities: (tensor(0.8389, device='cuda:0'), tensor(0.8838, device='cuda:0'), tensor(0.8344, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 10, Test Accuracy: 0.6420622969010066, Val Accuracy: 0.6445117335352006, Val Loss: 0.940277738230569, Sparsities: (tensor(0.8721, device='cuda:0'), tensor(0.9072, device='cuda:0'), tensor(0.8625, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 11, Test Accuracy: 0.6347428073234525, Val Accuracy: 0.6362712230993836, Val Loss: 0.9566115643702396, Sparsities: (tensor(0.8896, device='cuda:0'), tensor(0.9292, device='cuda:0'), tensor(0.8938, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 12, Test Accuracy: 0.623428707299675, Val Accuracy: 0.6243887830564591, Val Loss: 0.9867887805108311, Sparsities: (tensor(0.9092, device='cuda:0'), tensor(0.9458, device='cuda:0'), tensor(0.9062, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 13, Test Accuracy: 0.6128358563842434, Val Accuracy: 0.6143115022751662, Val Loss: 1.0181918930845195, Sparsities: (tensor(0.9219, device='cuda:0'), tensor(0.9580, device='cuda:0'), tensor(0.9344, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 14, Test Accuracy: 0.43839660775144645, Val Accuracy: 0.43897480263869365, Val Loss: 1.2250741237685794, Sparsities: (tensor(0.9316, device='cuda:0'), tensor(0.9692, device='cuda:0'), tensor(0.9469, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 15, Test Accuracy: 0.4296266941428232, Val Accuracy: 0.42982921696017834, Val Loss: 1.2964107130660492, Sparsities: (tensor(0.9414, device='cuda:0'), tensor(0.9771, device='cuda:0'), tensor(0.9594, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 16, Test Accuracy: 0.4227669017991599, Val Accuracy: 0.4222059545299515, Val Loss: 1.2980447147979217, Sparsities: (tensor(0.9473, device='cuda:0'), tensor(0.9858, device='cuda:0'), tensor(0.9594, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 17, Test Accuracy: 0.4273282079733693, Val Accuracy: 0.426348670254802, Val Loss: 1.2969728619062981, Sparsities: (tensor(0.9570, device='cuda:0'), tensor(0.9893, device='cuda:0'), tensor(0.9656, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 18, Test Accuracy: 0.4112110644368709, Val Accuracy: 0.4107045112344128, Val Loss: 1.3014702383352785, Sparsities: (tensor(0.9609, device='cuda:0'), tensor(0.9941, device='cuda:0'), tensor(0.9688, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 19, Test Accuracy: 0.4180589680589681, Val Accuracy: 0.41717812845746227, Val Loss: 1.30100239864012, Sparsities: (tensor(0.9668, device='cuda:0'), tensor(0.9971, device='cuda:0'), tensor(0.9688, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 20, Test Accuracy: 0.2929777284615994, Val Accuracy: 0.29188011080516757, Val Loss: 1.497968669651317, Sparsities: (tensor(0.9717, device='cuda:0'), tensor(0.9980, device='cuda:0'), tensor(0.9781, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 21, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9746, device='cuda:0'), tensor(0.9990, device='cuda:0'), tensor(0.9875, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 22, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9795, device='cuda:0'), tensor(0.9995, device='cuda:0'), tensor(0.9875, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 23, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9834, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9875, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 24, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9854, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9938, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 25, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9883, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9938, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 26, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9912, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9938, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 27, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9922, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9969, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 28, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9941, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9969, device='cuda:0'))
Deepsets Large Model 8-Bit QAT Model Prune Iter: 29, Test Accuracy: 0.2, Val Accuracy: 0.2, Val Loss: 1.6094379433158303, Sparsities: (tensor(0.9951, device='cuda:0'), tensor(1., device='cuda:0'), tensor(0.9969, device='cuda:0'))
Deepsets Small Model 8-Bit QAT Model Prune Iter: 0, Test Accuracy: 0.6206744868035191, Val Accuracy: 0.6220046418381013, Val Loss: 0.9839110175768534, Sparsities: (tensor(0., device='cuda:0'), tensor(0., device='cuda:0'), tensor(0., device='cuda:0'))
Deepsets Small Model 8-Bit QAT Model Prune Iter: 1, Test Accuracy: 0.622045652690814, Val Accuracy: 0.6238597133373818, Val Loss: 0.9818029659135001, Sparsities: (tensor(0.1797, device='cuda:0'), tensor(0.2383, device='cuda:0'), tensor(0.1125, device='cuda:0'))
Deepsets Small Model 8-Bit QAT Model Prune Iter: 2, Test Accuracy: 0.6213481810256004, Val Accuracy: 0.6230611175350009, Val Loss: 0.9821385700686448, Sparsities: (tensor(0.3125, device='cuda:0'), tensor(0.4258, device='cuda:0'), tensor(0.2250, device='cuda:0'))
Deepsets Small Model 8-Bit QAT Model Prune Iter: 3, Test Accuracy: 0.6222041689783625, Val Accuracy: 0.6233855470797182, Val Loss: 0.9822087827182951, Sparsities: (tensor(0.3906, device='cuda:0'), tensor(0.5742, device='cuda:0'), tensor(0.3625, device='cuda:0'))
Deepsets Small Model 8-Bit QAT Model Prune Iter: 4, Test Accuracy: 0.6207299675041611, Val Accuracy: 0.62143730607016, Val Loss: 0.985983264284069, Sparsities: (tensor(0.5000, device='cuda:0'), tensor(0.6641, device='cuda:0'), tensor(0.5000, device='cuda:0'))
